Score,Episodes,Duration_format,Genre_format,Name_format,Type_format,Source_format,similarity
7,1,24,10,5738,3,3,0.9999279331485289
7,12,24,0,1119,0,1,0.9999278875417066
7,15,19,0,5357,4,7,0.9999278770276901
7,12,23,0,5777,0,3,0.9999278090993288
6,12,23,0,5670,0,1,0.9999277833199096
7,2,27,0,1311,2,1,0.9999277683371764
8,1,88,0,4523,1,0,0.9999277467203425
7,2,25,0,4814,3,1,0.9999277135842691
6,8,11,7,3890,2,1,0.9999277109019679
7,12,24,0,5914,0,1,0.999927695314723
9,1,108,8,5227,1,3,0.9999276719635147
5,1,24,13,5949,2,3,0.9999276554803854
8,1,111,18,5181,1,0,0.9999276199734101
7,12,23,0,5751,0,1,0.9999275825212398
8,16,20,0,5732,4,7,0.999927554823402
6,2,30,0,1451,2,1,0.9999275453583912
7,13,23,0,5859,0,1,0.9999275393458067
5,1,15,6,3688,3,3,0.999927508064467
6,1,10,19,3652,3,6,0.9999274592387083
6,12,24,0,5857,0,0,0.9999274305859003
7,52,8,18,5938,4,3,0.9999274259375114
6,1,16,28,5332,2,1,0.9999274222777056
7,11,23,0,5754,4,7,0.9999274064305754
7,1,21,10,5197,2,0,0.9999273999622259
6,1,4,5,1223,5,1,0.9999273678813663
7,2,15,28,5401,2,3,0.9999273499821802
7,12,23,0,5781,0,1,0.9999273374730161
7,12,24,0,5960,0,1,0.9999273303701398
7,4,19,18,5986,4,3,0.9999273259423126
7,8,10,0,2944,3,1,0.9999272984943812
7,1,104,18,4816,1,2,0.999927288394863
6,12,12,4,4237,0,3,0.9999272804338426
7,1,68,18,3053,1,3,0.9999272793747802
5,1,24,0,4547,1,7,0.9999272718134657
7,13,23,0,6014,0,7,0.9999272638977319
7,20,14,0,4802,4,7,0.9999272328518726
7,26,25,18,1529,0,1,0.9999272260091908
8,6,23,0,5247,0,5,0.9999272231769809
5,1,15,0,2942,2,1,0.9999272191256096
7,1,24,0,4615,2,3,0.9999272086595306
6,16,5,0,2163,0,1,0.9999271979595548
7,12,20,0,5282,4,3,0.9999271472083126
8,12,23,0,5860,0,1,0.9999271341604706
5,12,24,0,5840,4,1,0.99992710225018
5,4,24,8,5894,0,1,0.999927096718388
5,1,24,0,4546,3,7,0.9999270875218343
5,12,5,19,3728,0,1,0.9999270694107603
6,4,18,0,3932,3,1,0.9999270171145768
5,7,22,10,6166,4,3,0.9999269635402183
7,1,24,0,4587,2,1,0.999926955053391
7,48,7,18,5974,4,7,0.9999269237723353
5,1,24,10,5708,1,1,0.9999268918950218
9,12,23,0,5948,0,1,0.9999268391494324
8,12,23,0,5898,0,1,0.9999268315433373
7,13,23,0,5918,0,0,0.9999268096155588
7,1,23,0,1162,3,1,0.9999268036246428
7,12,21,0,5507,4,3,0.9999267970915472
7,12,23,0,5852,0,1,0.9999267652581066
5,1,24,0,4507,1,1,0.9999266756570282
7,12,23,0,5871,0,1,0.999926613947454
7,10,15,10,5340,4,3,0.9999266100518696
8,1,23,0,4563,2,3,0.9999265855815876
7,12,23,0,5934,0,3,0.9999265481594942
8,12,23,0,5935,0,1,0.9999265397722424
8,2,18,0,3748,3,0,0.999926536746588
8,1,87,18,3946,1,2,0.9999265130997701
6,12,23,0,5835,0,1,0.9999264383002101
6,51,8,18,4324,4,2,0.999926404469325
6,1,15,28,5235,2,1,0.9999263378657782
9,13,23,0,6119,0,1,0.9999263357683946
5,1,15,18,4743,4,3,0.9999263238760567
7,12,23,0,5908,0,1,0.9999263214582461
7,1,20,0,3955,3,1,0.9999263066994855
6,3,25,18,1246,2,2,0.9999263009556194
6,5,14,18,5146,4,2,0.9999262769330808
7,12,23,0,5946,0,2,0.9999262531022218
7,1,24,8,5735,3,3,0.9999262530192475
7,1,14,7,3759,3,1,0.9999262162533499
7,12,23,0,5984,0,3,0.9999261573959531
6,1,15,18,4797,2,1,0.9999261503205974
6,1,25,5,5413,4,0,0.9999261447168387
7,51,12,5,4736,0,1,0.9999261271620288
6,1,6,18,1418,2,1,0.9999260996465136
7,50,24,13,2716,0,2,0.99992608120792
7,2,23,0,4671,2,1,0.9999260425655204
6,36,25,17,1912,0,1,0.9999260266988572
7,15,14,0,4555,4,7,0.9999260216788827
5,24,12,7,5509,4,3,0.9999259828895574
8,50,24,0,3124,0,1,0.9999259365146194
8,12,23,0,6019,0,1,0.9999258877318365
5,12,24,0,6034,0,1,0.9999258172216844
6,9,11,0,3353,3,3,0.9999257599789322
7,1,15,4,3671,2,1,0.9999257393984121
6,12,23,0,6051,0,7,0.99992570968741
6,12,23,0,5929,0,1,0.9999256980880628
8,11,23,0,5990,0,3,0.9999256913679222
6,2,24,10,6086,3,2,0.9999256601435729
5,12,18,10,6058,4,0,0.9999256353833194
7,12,23,0,6000,0,1,0.999925606388351
7,12,23,0,6030,0,2,0.9999256033854397
7,1,98,0,4973,1,2,0.9999255776901628
6,36,12,0,4880,0,1,0.9999255476756304
6,40,10,10,6065,4,1,0.9999255388085787
5,1,10,0,524,1,1,0.9999254931456653
6,1,23,4,5118,3,3,0.9999254928233251
5,12,12,9,4798,0,0,0.9999254744422246
6,1,117,18,5432,1,2,0.9999254584472343
5,3,24,10,6172,2,1,0.9999254501283221
7,10,24,0,5955,4,1,0.9999254150298084
5,8,15,13,5358,4,1,0.9999254075919048
5,1,24,9,5758,1,0,0.9999253861313826
7,1,10,0,2194,3,1,0.9999253827259068
6,4,6,11,2788,4,0,0.9999253806916946
6,34,25,19,1841,0,1,0.9999253477749004
5,1,24,10,5936,1,2,0.9999253154784175
7,12,23,0,6047,0,1,0.9999252476561196
7,63,10,18,5591,4,2,0.9999252387428099
8,1,23,0,4713,2,3,0.9999252175122195
7,59,24,18,3315,0,0,0.9999252052179355
7,1,24,0,4782,2,1,0.9999251981951727
6,4,7,0,526,3,3,0.999925122097593
5,10,24,0,6001,4,7,0.9999250752768685
5,40,7,18,6165,4,3,0.9999250570317446
7,1,26,0,5151,2,1,0.9999250463277887
7,1,24,0,4790,3,1,0.9999250192062057
8,14,15,0,4731,4,1,0.9999250139467681
7,1,14,0,2985,3,1,0.999925007386892
5,27,9,0,3808,0,1,0.9999249553167958
5,24,10,0,4194,0,6,0.9999249445385473
6,6,3,18,2419,3,1,0.9999249173958391
8,9,23,0,5803,0,1,0.999924912490906
8,12,23,0,6121,0,0,0.9999248643915907
7,1,52,0,2566,1,1,0.9999248322645178
6,1,14,18,4729,4,2,0.9999248148589547
7,1,24,9,5976,3,1,0.999924794670468
7,13,2,13,2855,0,0,0.9999247913746341
7,1,23,0,4696,3,3,0.9999247838503975
7,12,23,0,6110,0,1,0.9999247736097046
6,24,11,7,5508,4,3,0.999924634028752
5,10,19,0,5148,0,6,0.9999244996548441
7,2,15,28,5755,2,1,0.9999244141914274
7,1,109,10,5160,1,1,0.9999243825078221
7,1,105,0,5305,1,1,0.9999243616265202
5,2,35,18,1593,2,1,0.9999243419619266
5,1,24,10,6040,1,1,0.9999242978114503
5,4,8,18,3711,3,0,0.9999242743558097
6,3,15,12,4847,2,1,0.9999242500245867
6,51,11,10,3822,0,2,0.9999242436783023
5,1,24,10,6017,1,0,0.9999242157978789
7,39,24,18,2051,0,1,0.999924193724073
7,12,50,0,2206,0,1,0.9999241853360079
7,16,17,0,5494,4,7,0.9999241643283175
6,39,11,0,4758,4,7,0.9999241409104526
7,52,25,10,2858,0,0,0.9999241233653625
5,32,10,0,4229,0,0,0.9999240838661337
7,1,24,0,4907,3,1,0.9999240177375647
6,13,20,0,5773,4,7,0.9999239945707851
6,6,3,18,2534,3,1,0.9999239380001416
7,1,5,18,2355,3,3,0.9999239032374974
6,1,8,18,1188,2,0,0.9999238807175167
5,9,24,0,5920,4,1,0.9999238261677139
6,1,10,14,3665,3,1,0.9999237572506959
6,1,30,7,1315,2,1,0.9999237110045808
7,13,11,0,3909,0,1,0.9999237055307406
8,1,42,0,2046,2,1,0.9999236782474205
6,12,8,18,4962,0,3,0.9999236618285136
5,1,22,5,5138,2,0,0.9999236371462478
6,9,14,18,5979,4,2,0.9999236228698435
6,1,20,18,6098,4,0,0.9999235998608564
7,2,26,0,5501,2,1,0.9999235543075992
8,1,90,10,4151,1,3,0.9999235345468489
8,12,14,0,4544,4,3,0.999923493665813
7,8,23,0,5810,0,1,0.9999234709294926
6,13,7,12,4301,0,0,0.9999233618769868
5,26,5,5,3672,0,6,0.9999233228847472
5,32,9,0,3885,0,0,0.9999232656813994
5,15,6,9,4018,0,6,0.9999232319205228
6,1,44,18,1960,2,1,0.9999231779028895
7,13,4,12,3573,0,0,0.9999231590698684
7,4,6,13,3178,3,1,0.9999231297512945
7,12,13,10,5543,4,3,0.9999230803798119
7,12,13,10,5544,4,3,0.9999230721424198
7,51,24,0,3138,0,1,0.9999230474232134
5,1,24,0,5035,1,6,0.9999229871690122
7,2,30,28,1732,2,3,0.999922949554605
7,1,23,0,4969,3,7,0.9999229383398291
6,6,7,0,2350,3,1,0.9999227880824065
5,48,9,10,3809,0,1,0.9999227551134957
6,2,16,13,5104,4,0,0.9999227324295723
8,21,7,0,3502,0,1,0.9999227322978219
6,12,13,9,5404,0,1,0.9999227099696015
5,1,20,17,6112,4,1,0.9999226853752345
6,1,91,0,4554,3,0,0.9999226581193225
8,3,25,0,5649,2,1,0.9999226556901606
7,1,21,0,4509,3,1,0.999922647088422
6,12,5,0,2396,0,1,0.9999226437705628
8,1,46,18,2027,1,3,0.9999226337150101
6,13,7,0,3005,0,1,0.9999226231367753
7,4,23,0,5379,2,1,0.9999225300623548
7,13,13,0,4421,4,1,0.9999225280190267
7,2,13,0,3163,3,2,0.9999225044060615
7,1,24,0,5220,3,7,0.9999224674144424
6,1,24,0,5061,1,1,0.9999224041206972
6,16,2,27,2643,3,1,0.999922374165058
5,16,19,0,6048,0,6,0.9999223689808859
6,1,16,28,6078,2,1,0.9999223604534725
5,1,24,8,6141,1,3,0.9999223463055626
6,6,16,0,4234,4,1,0.999922342079806
5,3,14,22,5515,3,1,0.9999223260794531
7,9,13,0,4108,3,3,0.9999222733582838
5,1,17,18,5607,4,1,0.9999222526866355
6,12,13,14,5903,4,0,0.9999221131772904
4,5,7,18,3802,4,2,0.9999219032308764
7,12,19,0,5672,4,1,0.9999218708089033
7,26,24,18,1494,0,0,0.9999218272120598
8,13,14,0,4770,4,1,0.9999218199812713
7,1,23,0,1128,3,1,0.9999217627838052
7,10,12,10,5259,4,3,0.9999217566640684
7,1,30,0,1442,1,0,0.9999217327208113
6,4,6,27,3508,3,1,0.999921726680273
7,7,5,0,2004,3,0,0.9999217015345029
6,12,11,8,4989,4,3,0.9999216867567116
5,50,25,10,2690,0,1,0.999921657595852
6,4,13,7,4388,2,1,0.999921281552762
8,1,66,0,3213,1,0,0.9999212803849211
5,1,47,8,2088,2,0,0.9999212603033754
7,1,8,0,1997,3,1,0.9999212128170799
7,12,5,0,2537,0,1,0.9999211253440801
6,1,48,0,2317,2,1,0.9999210425175717
6,1,23,7,6011,3,1,0.9999209612994985
8,15,15,0,5298,4,1,0.9999209471541587
7,1,22,0,4914,2,1,0.9999209296404452
8,1,97,0,4762,1,1,0.999920927973593
7,1,23,0,5105,3,1,0.9999208722675247
7,6,5,18,3723,3,3,0.9999207790448392
6,12,12,10,5545,4,3,0.9999207615800422
5,26,5,5,4052,0,6,0.9999207542580892
6,5,4,18,3067,4,1,0.9999207101647549
8,1,22,8,6147,4,3,0.9999206412560663
8,26,23,26,1674,0,1,0.9999205718187688
5,25,8,12,1434,0,2,0.9999205424378433
6,13,7,12,4603,0,0,0.9999204867590946
7,5,11,18,5139,4,0,0.9999204769604607
7,39,9,0,4190,4,1,0.9999204510868243
6,2,26,28,1651,2,0,0.9999204442217601
7,26,23,13,1407,0,0,0.9999204294664958
6,2,30,28,1714,2,3,0.9999204036611706
6,1,17,4,4506,2,1,0.9999203647281413
5,1,5,13,2470,3,0,0.9999203219037867
6,43,20,19,2290,0,0,0.9999202951661503
7,1,26,0,5820,2,2,0.9999202945622875
7,2,30,0,1395,2,2,0.9999202936833772
6,1,24,0,5349,3,2,0.9999202762228726
5,1,24,3,5684,1,0,0.9999202753316971
7,2,30,28,1713,2,3,0.9999202738787345
7,20,8,0,1266,0,1,0.9999202698948314
7,9,10,0,3574,3,1,0.9999202681212154
6,30,9,0,4685,4,3,0.9999202490387196
7,64,7,18,6072,4,3,0.9999202321534003
7,24,12,0,5461,0,3,0.9999201669692381
7,9,6,0,2647,3,3,0.9999201214445034
6,13,4,12,3812,0,0,0.99992011044763
5,13,19,0,6049,0,6,0.9999200809291499
5,13,19,0,6050,0,6,0.9999200739013965
6,12,12,8,5415,4,3,0.9999200417213641
5,1,15,3,3903,2,0,0.9999200366965958
6,1,15,8,4610,4,2,0.9999200125915301
8,1,118,10,5456,1,3,0.9999200116070363
7,12,5,0,827,0,1,0.9999200016665636
7,39,23,18,2024,0,0,0.9999199000120181
5,44,10,0,4336,0,6,0.9999198965512465
6,6,4,27,3201,3,1,0.9999198431924147
8,1,15,0,3678,1,1,0.9999198153924559
5,2,5,10,2594,2,1,0.9999197979959629
5,12,9,10,4787,4,0,0.999919786520555
7,1,22,0,5112,3,3,0.9999197356371096
7,1,24,0,5521,3,3,0.9999197124273521
5,12,7,15,4809,0,0,0.9999194948227774
6,1,20,0,4733,1,5,0.9999194780129119
7,1,88,8,4031,1,1,0.999919459953223
7,7,3,18,3333,3,3,0.999919456588632
7,3,8,0,2453,2,1,0.9999194048391693
7,12,17,0,5707,4,7,0.9999193318074224
6,4,2,10,1869,5,1,0.9999193217198649
6,1,4,10,2044,5,1,0.9999192963467315
5,13,14,0,5008,4,7,0.9999192458330969
5,1,15,9,4754,1,1,0.9999192029685298
7,11,2,5,2340,3,0,0.9999191748423861
6,1,23,4,5906,3,2,0.9999191430406617
7,26,25,13,1426,0,1,0.9999191245869556
7,1,15,13,5261,4,1,0.9999191217640625
6,6,9,0,3094,3,3,0.9999190928872397
6,3,30,18,1368,2,3,0.9999190735138831
6,6,4,27,3439,3,1,0.9999189576141725
5,13,4,21,4621,0,3,0.9999189545631956
5,40,7,10,6169,4,0,0.9999189398071822
7,12,15,0,5237,4,3,0.999918919705551
7,10,1,18,2907,3,1,0.999918906753817
5,1,15,0,3580,3,1,0.9999189015426053
7,1,23,0,5350,3,0,0.999918728672313
6,10,10,0,3803,0,1,0.9999186820093806
6,2,28,0,1286,2,2,0.9999186805461014
5,13,9,0,3807,0,1,0.9999185530731824
8,1,89,0,4292,1,1,0.9999184917673818
8,6,71,18,2958,2,1,0.9999184232473032
4,12,8,11,4763,0,0,0.9999184184494789
7,64,24,15,3544,0,2,0.9999184038534542
5,10,6,9,4019,0,6,0.999918387279553
5,10,6,9,4021,0,6,0.9999183672359789
8,1,6,9,2794,5,5,0.9999183295183279
6,12,11,8,5397,4,3,0.9999182881881864
5,1,24,4,6114,1,0,0.9999182853312271
7,1,24,0,5687,1,1,0.999918225342187
8,2,22,0,5639,2,7,0.9999181636086565
7,1,11,0,2950,2,3,0.9999181375467456
7,1,105,0,5092,1,1,0.999918085109017
3,12,4,10,3567,0,1,0.9999180601272413
5,40,5,10,5459,0,0,0.999918051748826
6,52,25,3,2946,0,0,0.9999180103266998
7,26,25,0,1511,0,3,0.999917984809907
8,20,5,0,3286,4,7,0.9999179791374307
5,50,30,18,2559,0,0,0.9999179764357423
6,12,6,0,3031,0,1,0.9999179637663352
6,12,12,8,5695,4,3,0.999917885451654
5,12,7,15,5009,0,0,0.9999178653111273
5,1,45,0,2135,2,1,0.9999178543688118
7,1,23,0,5642,4,7,0.9999178078143927
7,41,8,0,4291,4,7,0.9999177910315439
7,14,24,18,1187,0,2,0.9999177768152195
8,1,106,10,4806,1,3,0.9999177648645856
5,1,11,18,4777,1,1,0.9999177561348855
5,85,40,0,5140,4,1,0.9999177428778716
5,25,2,22,5234,0,0,0.9999176538877433
7,4,28,28,1619,2,1,0.9999176289363967
7,1,4,11,2336,3,0,0.999917562359385
7,1,15,0,3895,2,3,0.999917560554505
5,59,25,0,3633,0,1,0.9999174643038168
7,14,10,0,4378,4,2,0.9999174490544385
8,1,24,0,5822,2,0,0.9999174424399951
7,6,3,27,2719,3,3,0.9999174408126156
6,16,8,16,5963,0,0,0.9999174271625673
5,26,5,0,2593,0,1,0.9999174258417419
7,12,15,0,5437,4,3,0.9999173875332817
6,25,5,0,3146,0,0,0.9999173779428664
5,12,9,8,4937,0,1,0.9999172506579045
6,1,18,12,6135,2,3,0.9999172154080851
6,10,2,0,1241,0,5,0.9999171975937478
5,12,13,0,4795,0,0,0.9999171823361794
6,24,8,0,1559,0,1,0.9999171685589756
5,5,5,15,3630,0,1,0.999917138082907
7,1,24,0,5907,3,3,0.9999170756672993
7,1,10,0,2781,2,7,0.9999170556991617
8,13,13,0,5150,0,1,0.9999170356534128
6,6,4,18,3695,3,1,0.9999168856673853
6,3,7,13,3741,4,0,0.9999168519413529
5,26,5,0,2438,0,1,0.9999168185077747
6,1,4,9,2114,5,0,0.9999167519072814
8,1,112,18,4949,1,0,0.9999166836470841
5,49,10,0,4724,4,7,0.9999166397856809
6,12,23,0,1030,0,1,0.9999166355531283
7,3,45,8,1891,2,1,0.9999165917614928
5,12,9,8,5077,0,3,0.9999165876792631
5,1,13,10,4707,1,1,0.9999165726371163
6,2,30,28,1688,2,3,0.9999165678348928
7,2,15,0,4097,3,1,0.9999165547419124
6,25,5,0,3426,0,1,0.9999164932579193
6,1,8,3,2683,3,0,0.9999164904209243
7,22,25,18,1363,0,1,0.9999164703552615
6,1,30,0,1402,2,0,0.9999163385583549
7,13,30,18,1328,2,1,0.9999163105094279
8,13,11,3,5165,4,1,0.9999163087101127
7,4,10,4,3842,3,0,0.9999162277097168
6,12,24,9,1007,0,3,0.9999160864009925
5,1,24,0,6015,1,7,0.9999160783692931
7,1,7,4,2670,3,1,0.9999160746388687
6,25,4,11,5131,4,0,0.9999160720961697
5,6,5,5,2887,3,0,0.9999160584264452
6,1,12,0,3264,1,1,0.9999160574054915
8,10,15,0,5370,4,1,0.9999160356955525
6,1,23,0,5711,3,1,0.9999160229131856
7,1,13,18,5691,4,2,0.9999159862563436
7,1,11,13,4694,3,1,0.9999159610458768
6,1,6,18,3416,5,0,0.9999159258233108
5,12,14,0,5239,4,2,0.9999158331875478
5,1,13,3,4015,1,6,0.9999158220303359
6,12,2,3,2434,0,1,0.9999158062961857
7,2,13,0,3680,3,0,0.9999157446772514
5,12,12,0,4830,0,3,0.9999156726714229
7,1,24,0,6080,1,1,0.999915662063513
5,1,24,0,5970,1,2,0.9999156402477825
8,2,22,0,5888,2,1,0.9999155375264662
7,25,5,0,2162,4,1,0.9999155287566935
5,1,24,0,5956,1,1,0.9999154998911116
5,1,24,0,5965,1,1,0.9999154432943378
7,1,4,8,2364,3,3,0.9999153509737734
6,4,15,8,5626,0,0,0.9999153285347637
8,1,89,0,4213,1,1,0.9999152712460707
5,1,13,10,4878,1,1,0.9999151488094216
7,1,16,7,5382,2,1,0.9999150327237227
8,12,12,0,5042,0,1,0.9999150288850119
7,1,101,0,4805,1,1,0.9999150089241494
8,13,13,0,5395,4,1,0.999914930935611
5,13,15,0,5804,0,3,0.9999149158193126
6,1,31,8,1309,2,1,0.9999148636413489
7,1,22,0,5718,4,1,0.9999148616802861
6,1,23,0,5962,3,3,0.9999148489563326
5,2,20,0,5311,3,1,0.9999148481976954
7,51,5,11,4355,0,1,0.9999147119610754
5,1,24,0,6157,2,3,0.999914646005083
8,1,115,10,5183,1,0,0.9999146241611419
8,10,15,0,5569,4,1,0.9999146149604567
7,12,12,0,5036,0,1,0.9999146129316002
5,1,80,21,3444,3,1,0.999914584482745
6,1,23,0,5947,3,1,0.9999145127505523
7,1,8,0,2498,2,3,0.9999143837580676
7,1,6,9,3109,5,5,0.9999142825920998
7,1,5,9,2787,5,5,0.9999142782498295
6,75,24,10,4443,0,2,0.9999142709617125
7,2,9,18,5000,4,2,0.9999142423424375
7,12,24,0,1068,0,0,0.9999142323167324
6,1,45,0,2087,2,1,0.9999142294281425
6,1,100,0,4723,1,7,0.9999142212355588
8,10,16,0,5882,4,1,0.999914199702051
7,1,23,0,6092,2,1,0.9999141488308991
5,13,3,27,5439,0,7,0.9999141001832169
5,4,5,18,3877,4,0,0.999914067323367
7,12,12,0,5109,0,1,0.9999140620244061
7,9,4,0,2444,3,1,0.9999140397605721
6,13,4,12,4505,0,0,0.999913958033598
5,51,22,0,3006,0,2,0.999913906763748
6,1,4,9,2329,5,0,0.9999138793365105
7,26,25,0,1489,0,1,0.9999138776496738
6,13,1,13,3516,4,1,0.9999138690812387
6,5,29,18,1288,2,1,0.9999136842659836
6,12,12,0,5232,0,7,0.9999136456915277
7,2,13,0,3935,3,1,0.999913641986115
6,1,23,0,6096,3,1,0.9999136064272566
7,1,81,18,3463,1,1,0.9999136010510681
6,1,98,18,4236,1,3,0.9999135875603488
6,11,4,0,2748,0,3,0.9999135527442897
7,12,11,0,4870,0,0,0.9999135490676581
7,1,13,0,3769,3,1,0.9999134916220296
6,1,4,9,2411,5,1,0.9999134346622075
6,25,2,3,2856,0,1,0.999913386484626
7,1,3,18,2532,3,1,0.9999133634012277
7,1,23,0,6173,3,0,0.9999133506895291
6,1,13,13,5594,1,3,0.9999133176083732
6,4,30,0,1304,2,3,0.9999132826829368
7,12,9,0,4397,0,1,0.9999132459365261
7,12,12,0,5221,0,1,0.9999132417539134
5,12,5,10,4607,0,3,0.9999132163588081
5,1,42,0,1939,2,1,0.9999132028592468
6,25,4,0,2540,4,0,0.9999131488563903
7,1,106,10,4728,1,0,0.9999131272660766
6,12,3,0,2454,0,1,0.9999130424709495
6,4,3,27,2953,3,1,0.9999130174936318
6,13,25,0,1102,0,1,0.9999129923828004
6,18,3,0,1561,0,0,0.9999129041119431
7,1,54,0,2491,1,1,0.9999128731417333
6,1,30,0,1366,1,1,0.9999128200699771
6,50,23,18,2549,0,1,0.9999127977719352
7,1,54,0,2490,1,1,0.9999127945404842
7,12,8,0,4164,0,1,0.9999127919494172
7,1,11,0,3412,2,3,0.999912787849649
7,3,7,10,4071,1,2,0.9999127478065096
7,7,6,5,3687,3,0,0.9999127355817592
6,24,5,0,4037,4,2,0.9999127249551494
6,13,5,5,4136,0,1,0.9999126908075159
5,24,2,10,4792,4,6,0.9999126895721687
7,1,96,0,4502,1,1,0.9999126752367783
5,24,5,0,3911,0,0,0.9999126597459821
7,1,6,9,3265,5,5,0.9999126530375122
6,1,6,9,3133,5,1,0.9999126303348594
7,2,6,0,2175,3,1,0.9999126251347865
7,39,20,18,1976,0,2,0.9999126156539188
7,1,12,4,4265,3,1,0.9999126043708765
6,3,37,18,1579,2,1,0.9999124946802223
6,12,3,0,2505,0,1,0.9999124703575213
7,13,13,0,5762,4,3,0.9999124694221243
8,23,24,0,1353,0,3,0.9999124345999413
6,4,30,0,1300,2,1,0.9999124245993954
8,8,14,0,5347,4,1,0.9999124106205554
6,12,11,7,6082,0,1,0.9999123955477481
7,26,23,0,1448,0,3,0.9999123799465257
8,2,24,0,1105,3,1,0.9999123146070349
7,1,5,9,2968,5,5,0.9999123061314429
5,1,85,3,3887,3,3,0.9999122869235774
7,12,14,0,5825,4,0,0.9999122664707218
7,6,4,27,4951,3,3,0.9999122606096602
7,26,4,0,3775,0,1,0.9999122585787028
6,1,11,4,4066,2,3,0.9999122137231441
7,23,24,18,1361,0,0,0.9999121628937014
6,12,13,0,5583,0,1,0.9999121218122017
6,6,2,9,2751,5,2,0.9999120798881244
6,12,15,0,6089,0,0,0.9999120654005613
7,13,21,18,1096,0,1,0.9999120588884717
8,1,111,0,5202,1,0,0.9999119800924909
7,12,11,0,5264,0,7,0.9999119723666599
7,26,7,0,5253,0,1,0.9999119589615956
6,4,25,18,1174,2,1,0.999911931471781
7,6,27,0,1152,2,3,0.9999119018402481
6,30,5,0,2604,0,0,0.9999117906194582
4,10,5,18,5257,0,2,0.9999117128354511
6,36,8,0,2651,0,1,0.9999117095650463
7,6,10,0,4024,3,1,0.9999116963876342
6,6,3,10,3307,3,1,0.9999116163910193
5,1,77,0,3589,1,1,0.9999115649092091
6,12,13,0,5683,0,1,0.9999114686769957
6,16,2,0,2377,0,2,0.9999114372993525
7,1,105,18,4517,1,1,0.9999114304405166
7,2,3,17,3143,3,1,0.999911424466719
6,12,12,0,5376,0,0,0.9999113860315013
7,12,13,0,5783,0,1,0.9999113002544172
6,13,13,0,5881,4,3,0.9999112618760757
5,12,5,0,3233,0,0,0.9999112190248559
6,4,34,0,1470,2,3,0.9999112143437082
8,1,64,24,2707,1,3,0.9999112003588989
5,7,6,0,2936,4,1,0.999911144266761
7,6,30,18,1308,2,0,0.9999111327328838
6,12,24,18,1139,0,1,0.9999110630511295
5,26,5,0,4294,0,0,0.9999110183706608
7,12,12,0,5548,0,1,0.9999110068120244
7,1,12,0,3779,3,1,0.9999109964057434
7,25,3,0,3099,0,0,0.9999109703978601
6,35,5,23,2381,0,1,0.9999108530285866
6,6,51,0,2207,2,1,0.9999107916910197
7,1,5,0,1586,5,1,0.9999107037499224
6,13,4,12,4955,0,0,0.9999106619075435
5,52,25,12,2646,0,0,0.9999106568017289
6,26,3,0,3008,0,1,0.9999105563588663
6,10,12,0,5249,4,1,0.9999103927633444
7,13,4,0,3322,0,7,0.9999103900097247
6,2,8,0,2843,4,1,0.9999103747920818
6,48,5,3,5760,0,1,0.999910361565784
6,26,3,0,3218,0,1,0.9999103097876929
7,13,7,0,4277,0,1,0.9999103077048781
7,1,7,5,3303,2,1,0.9999102766375831
7,51,24,11,2577,0,2,0.9999101489955209
5,2,15,0,4714,4,1,0.9999101339907879
7,20,3,0,3269,4,1,0.9999100904653964
6,12,12,0,5622,0,1,0.9999100586159311
7,12,12,0,5658,0,0,0.9999100345862981
6,26,3,0,3100,0,0,0.9999100176021466
8,16,2,0,2552,3,1,0.9999100037751512
7,12,12,0,5713,0,1,0.9999099616967484
7,12,12,0,5715,0,1,0.9999099493443389
6,1,11,0,3577,3,1,0.9999097941137242
7,13,3,0,2908,0,1,0.9999097921921568
8,1,10,17,5787,2,1,0.9999097573359017
7,9,3,0,2466,3,2,0.9999097221607949
6,26,3,0,2484,0,5,0.99990968450661
7,1,6,8,3423,1,0,0.9999096801364321
6,2,30,28,1645,2,3,0.9999096293425168
6,1,6,18,4419,3,2,0.9999095960745982
6,13,5,0,3661,3,3,0.9999095602027548
7,13,2,0,2296,4,1,0.9999095504707164
6,26,7,0,5628,0,1,0.9999095296694491
5,12,14,0,6124,4,0,0.9999095289134178
6,39,24,18,1946,0,0,0.9999095142003971
7,1,2,18,2354,1,0,0.999909507862045
5,12,3,18,5206,0,0,0.9999094791034367
5,9,2,9,3308,5,0,0.9999094734139922
6,13,7,0,4317,0,1,0.999909461662828
7,12,8,0,4592,0,1,0.9999093846297709
5,13,4,12,5068,0,0,0.9999093671828735
6,13,7,0,4285,0,0,0.9999093591752047
6,13,4,12,5157,0,0,0.999909328892259
7,1,1,10,1669,1,1,0.9999092981593783
7,1,11,18,6146,4,0,0.9999092749175115
6,8,6,17,5717,0,1,0.9999092413524933
6,2,25,18,1192,2,1,0.9999091987733506
5,26,5,0,4666,0,0,0.9999091517014248
6,12,4,0,3293,0,7,0.9999091051766917
8,1,115,8,5075,1,3,0.9999091051108127
7,1,10,18,5858,4,0,0.9999090751465869
7,1,13,0,4282,3,1,0.9999090698381026
6,13,3,12,4838,0,0,0.9999090647106369
7,14,4,0,3605,0,7,0.9999090085662549
6,6,4,27,5391,4,1,0.999909000288079
7,13,3,0,3001,0,1,0.9999089479911433
6,1,3,19,3197,3,1,0.9999089385190445
7,1,10,18,5892,4,0,0.9999088876706519
7,26,24,13,1372,0,0,0.999908879946709
5,56,25,0,3181,0,0,0.9999088762757988
