anime_id,name,genre,type,episodes,rating,genre_1
24695,Gokukoku no Brynhildr Special,"Comedy, Ecchi, Harem, Sci-Fi, Seinen",Special,1,6.64,Comedy
14145,"Hanayaka Nari, Waga Ichizoku: Kinetograph","Drama, Historical, Josei",OVA,2,6.64,Drama
20381,Jungle Taitei Movie,"Adventure, Shounen",Movie,1,6.64,Adventure
3100,Kamen Rider SD Kaiki?! Kumo Otoko,"Action, Parody",OVA,1,6.64,Action
5153,Kikou Kai Galient,"Action, Fantasy, Mecha, Sci-Fi",TV,25,6.64,Action
4504,Kinkyuu Hasshin Saver Kids,"Action, Adventure, Comedy, Mecha, Sci-Fi",TV,50,6.64,Comedy
21241,Kyoukai no Kanata: Idol Saiban! Mayoi Nagara mo Kimi wo Sabaku Tami,Comedy,ONA,5,6.64,Comedy
31866,Last Exile: Ginyoku no Fam Movie - Over the Wishes,"Action, Adventure, Sci-Fi",Movie,1,6.64,Action
6368,Legend of Regios,Magic,Special,3,6.64,Magic
783,Miami Guns,"Comedy, Ecchi, Police, Shounen",TV,13,6.64,Comedy
2306,Mobile Suit SD Gundam&#039;s Counterattack,"Comedy, Mecha, Parody",OVA,2,6.64,Comedy
4536,Muteki Robo Trider G7,"Comedy, Mecha, Sci-Fi, Space",TV,50,6.64,Comedy
8487,Onigamiden,"Action, Demons, Supernatural",Movie,1,6.64,Action
4013,Paul no Miracle Daisakusen,"Action, Adventure, Kids",TV,51,6.64,Action
10917,Pokemon: Pikachu no Fuyuyasumi (2001),"Adventure, Comedy, Fantasy, Kids",OVA,3,6.64,Comedy
1297,Project A-Ko 3: Cinderella Rhapsody,"Action, Comedy, Mecha, Sci-Fi, Super Power",OVA,1,6.64,Comedy
2031,Shining Tears X Wind,"Action, Adventure, Fantasy, Magic",TV,13,6.64,Action
6885,Sora no Manimani Specials,"Comedy, School, Slice of Life",Special,3,6.64,Comedy
684,Tenshi no Shippo Chu!,"Fantasy, Magic, Romance",TV,11,6.64,Fantasy
9531,Tezuka Osamu Monogatari: Boku wa Son Gokuu,Adventure,Special,1,6.64,Adventure
21353,Tokyo ESP,"Action, Comedy, Sci-Fi, Shounen, Super Power, Supernatural",TV,12,6.64,Comedy
33377,Trickster: Edogawa Ranpo &quot;Shounen Tanteidan&quot; yori,Mystery,TV,24,6.64,Mystery
4132,Wakakusa no Yon Shimai,"Drama, Historical, Slice of Life",TV,26,6.64,Drama
718,Yume de Aetara (TV),"Comedy, Drama, Romance, Seinen, Slice of Life",TV,16,6.64,Comedy
30056,Amagi Brilliant Park: Wakuwaku Mini Theater - Rakugaki Backstage,Comedy,Special,7,6.63,Comedy
10196,Baby Princess 3D Paradise 0 [Love],"Ecchi, Harem, Seinen",OVA,1,6.63,Ecchi
32311,Beautiful World,"Action, Drama, Mecha, Music, Sci-Fi",Music,1,6.62,Action
13253,Blossom,Music,Movie,1,6.63,Music
2640,Doraemon: It&#039;s Summer!,"Adventure, Comedy, Fantasy, Kids, Shounen",Special,1,6.63,Comedy
33222,Fudanshi Koukou Seikatsu,"Comedy, School, Shoujo, Slice of Life",TV,12,6.63,Comedy
26053,Futari wa Precure: Splash☆Star Maji★Doki♥ Theater,"Action, Comedy, Fantasy, Magic, Shoujo",Movie,1,6.63,Comedy
6472,Gakkou no Kowai Uwasa: Hanako-san ga Kita!!,Horror,TV,35,6.63,Horror
2062,Gall Force 3: Stardust War,"Action, Military, Sci-Fi, Space",OVA,1,6.63,Action
2617,Ghiblies,Comedy,Special,2,6.63,Comedy
23137,Girls und Panzer Heartful Tank Disc Picture Drama,"Military, School",Special,4,6.63,School
8839,Gundam Neo Experience 0087: Green Divers,"Adventure, Mecha, Space",Movie,1,6.63,Adventure
2207,Hamelin no Violin Hiki: The Movie,"Adventure, Comedy, Fantasy",Movie,1,6.63,Comedy
25861,Inugami-san to Nekoyama-san Special,"Comedy, School, Shoujo Ai",Special,1,6.63,Comedy
33129,Joker Game: Kuroneko Yoru no Bouken,"Drama, Historical, Military, Seinen",Special,2,6.62,Drama
6657,Joshikousei: Girl&#039;s High Specials,"Comedy, Slice of Life",Special,3,6.63,Comedy
6375,Kagaku Ninja-tai Gatchaman F,"Action, Adventure, Sci-Fi, Shounen",TV,48,6.63,Action
3273,Kinnikuman (1984),"Action, Comedy, Shounen, Sports",Movie,1,6.63,Comedy
6509,Kiteretsu Daihyakka,"Comedy, Drama, Slice of Life",TV,331,6.63,Comedy
7430,Konjiki no Gash Bell!!: Ougon no Chichi wo Motsu Otoko,"Action, Adventure, Comedy, Ecchi, Kids, Magic, Romance, Super Power, Supernatural",OVA,1,6.63,Comedy
10671,Morita-san wa Mukuchi.,"Comedy, School, Slice of Life",TV,13,6.63,Comedy
24175,Nozo x Kimi,"Comedy, Ecchi, Romance, School, Shounen",OVA,3,6.63,Comedy
17157,Nozoki Ana,"Comedy, Drama, Ecchi",OVA,1,6.63,Comedy
612,PetoPeto-san,"Comedy, Fantasy, Romance, School",TV,13,6.63,Comedy
2842,Pokemon Fushigi no Dungeon: Shutsudou Pokemon Kyuujotai Ganbaruzu!,"Adventure, Fantasy",Special,1,6.63,Adventure
4962,Rokumon Tengai Mon Colle Knights,"Adventure, Comedy, Fantasy, Kids, Magic, Parody",TV,51,6.63,Comedy
30088,Ryoutei no Aji,Slice of Life,Special,4,6.63,Slice of Life
8900,Saru Getchu: On Air 2nd,"Adventure, Comedy, Fantasy, Kids, Romance, Shounen",TV,51,6.63,Comedy
4067,Shin Megami Tensei Devil Children,"Action, Adventure, Demons, Fantasy, Game, Kids, Magic, Sci-Fi, Supernatural",TV,50,6.63,Action
1836,Shuffle! Memories,"Comedy, Drama, Ecchi, Fantasy, Harem, Magic, Romance, School, Seinen",TV,12,6.63,Comedy
5583,Sonic: Night of the WereHog,Action,ONA,1,6.63,Action
1044,Taiyou no Ouji: Horus no Daibouken,"Adventure, Drama, Magic",Movie,1,6.63,Adventure
2560,Terra e...,"Action, Drama, Sci-Fi, Shounen",Movie,1,6.63,Action
2552,Tetsuko no Tabi,"Comedy, Seinen, Slice of Life",TV,13,6.63,Comedy
30250,Triage X: Recollection XOXO,"Action, Ecchi, School, Shounen",OVA,1,6.63,Action
12317,Upotte!!,"Action, Comedy, Military, Seinen",ONA,10,6.63,Comedy
1276,Ys,"Adventure, Demons, Drama, Fantasy, Magic",OVA,7,6.63,Adventure
55,Arc the Lad,"Action, Adventure, Fantasy, Horror, Sci-Fi",TV,26,6.62,Action
30953,Arslan Senki (TV) Specials,Comedy,Special,8,6.62,Comedy
4975,ChäoS;HEAd,"Harem, Mystery, Psychological, Sci-Fi, Supernatural",TV,12,6.62,Sci-Fi
5449,Chibi Kero: Kerobouru no Himitsu!?,Comedy,Special,1,6.62,Comedy
33145,Detective Conan: Nazo no Suisei Kaijuu wo Oe!,Mystery,OVA,1,6.62,Mystery
33069,Dimension W Special,"Sci-Fi, Seinen",Special,1,6.62,Sci-Fi
2485,Doku Tenshi no Shippo,"Comedy, Fantasy, Magic, Romance",Special,4,6.62,Comedy
3842,Doubutsu Takarajima,Adventure,Movie,1,6.62,Adventure
5476,Fushigi na Melmo,"Magic, Shoujo",TV,26,6.62,Magic
32561,Hai to Gensou no Grimgar Special,Comedy,Special,1,6.62,Comedy
1235,I&#039;&#039;s Pure Bonus,"Comedy, Ecchi, Romance",Special,5,6.62,Comedy
257,Ikkitousen,"Ecchi, Martial Arts, School, Super Power",TV,13,6.62,School
30030,Jewelpet Magical Change,"Comedy, Fantasy, Magic, Shoujo",TV,39,6.62,Comedy
9203,K-On!!: Ura-On!!,Comedy,Special,9,6.62,Comedy
11507,Kami nomi zo Shiru Sekai: Nonstop!! Hunters,Music,Music,1,6.62,Music
1793,Kaze no Na wa Amnesia,"Action, Dementia, Drama, Sci-Fi",Movie,1,6.62,Action
15279,Kira Kira 5th Anniversary Live Anime: Kick Start Generation,Music,OVA,1,6.62,Music
799,Kokoro Toshokan,"Comedy, Drama, Slice of Life",TV,13,6.62,Comedy
8560,"Kyou, Koi wo Hajimemasu","Romance, School, Shoujo",OVA,2,6.62,Romance
32031,Leopard Eyes,Music,Music,1,6.62,Music
5225,Lupin III: Pilot Film,"Action, Comedy, Shounen",Movie,1,6.62,Comedy
12921,Morita-san wa Mukuchi. Specials,"Comedy, School, Slice of Life",Special,2,6.62,Comedy
9789,Nezumi Monogatari: George to Gerald no Bouken,"Adventure, Kids",Movie,1,6.62,Adventure
18857,Ore no Imouto ga Konnani Kawaii Wake ga Nai. Specials,"Comedy, Romance, Seinen, Slice of Life",ONA,3,6.62,Comedy
1141,Palme no Ki,"Adventure, Drama, Fantasy, Romance",Movie,1,6.62,Adventure
9077,Rokudenashi Blues,"Comedy, Drama, School, Shounen, Sports",Movie,1,6.62,Comedy
4481,Saiyuuki,Adventure,Movie,1,6.62,Adventure
32728,Sensou no Tsukurikata,"Drama, Kids",ONA,1,6.62,Drama
4068,Shin Megami Tensei Devil Children: Light &amp; Dark,"Action, Adventure, Demons, Fantasy, Game, Kids, Magic, Sci-Fi, Supernatural",TV,52,6.62,Action
8139,Shin Minashigo Hutch,"Adventure, Comedy, Drama",TV,26,6.62,Comedy
425,Shiritsu Araiso Koutougakkou Seitokai Shikkoubu,"Comedy, Shounen Ai, Sports",OVA,2,6.62,Comedy
9924,Shukufuku no Campanella: La Campanella Della Benedizione,"Comedy, Ecchi, Fantasy",OVA,1,6.62,Comedy
10723,Sojunghan Nal-ui Kkum,"Comedy, Drama, Romance",Movie,1,6.62,Comedy
17409,Sukitte Ii na yo.: Mei and Marshmallow,"Romance, School, Shoujo",Special,10,6.62,Romance
2626,The☆Doraemons: Mushimushi Pyonpyon Daisakusen!,Fantasy,Movie,1,6.62,Fantasy
2210,Tooi Sekai,"Drama, Romance",ONA,1,6.62,Drama
16347,Usavich V,Comedy,TV,13,6.62,Comedy
6226,Utawarerumono Recaps,"Action, Drama, Fantasy",Special,2,6.62,Action
312,Ace wo Nerae!: Final Stage,"Action, Drama, Sports",OVA,12,6.61,Action
30795,Bakuon!!,"Comedy, Seinen, Slice of Life",TV,12,6.61,Comedy
10055,Black Jack: Heian Sento,Shounen,Movie,1,6.61,Shounen
6579,Chikyuu Bouei Kazoku Special,"Comedy, Kids, Mecha, School, Super Power",Special,1,6.61,Comedy
17277,Code Geass: Soubou no Oz Picture Drama,"Action, Drama, Mecha, Military, School, Supernatural",OVA,5,6.61,Action
8211,Dance in the Vampire Bund Recap,"Action, Supernatural, Vampire",Special,1,6.61,Action
28921,Disney Tsum Tsum,Kids,TV,Unknown,6.61,Kids
12351,eX-Driver the Movie Specials,Comedy,Special,3,6.61,Comedy
7124,Madou King Granzort: Bouken-hen,"Action, Comedy, Fantasy, Magic, Mecha, Sci-Fi, Shounen",OVA,3,6.61,Comedy
20441,Meitantei Holmes: Mrs. Hudson Hitojichi Jiken no Maki / Dover Kaikyou no Daikuuchuusen no Maki,"Adventure, Comedy, Mystery",Movie,1,6.61,Comedy
30384,Miss Monochrome: The Animation 2,"Comedy, Music, Slice of Life",TV,13,6.61,Comedy
4314,Nanami-chan 2nd Series,"Comedy, Kids",TV,16,6.61,Comedy
9943,Ore-sama Kingdom,"Romance, Shoujo",OVA,14,6.61,Romance
26359,Persona 4 the Golden Animation: Thank you Mr. Accomplice,"Adventure, Drama, Mystery, Supernatural",Special,1,6.61,Adventure
17873,Pokemon Best Wishes! Season 2: Decolora Adventure,"Action, Adventure, Comedy, Fantasy, Kids",TV,20,6.61,Comedy
11069,Pokemon: Pikachu no Fushigi na Fushigi na Daibouken,"Adventure, Comedy, Fantasy, Kids",Special,1,6.61,Comedy
1964,Sakura Taisen: Ecole de Paris,"Action, Adventure, Game, Harem, Mecha, Sci-Fi",OVA,3,6.61,Action
9220,Seikimatsu Occult Gakuin Specials,"Comedy, School, Supernatural",Special,4,6.61,Comedy
18549,Sengoku Basara Movie: 4-Koma Gekijou - Another Last Party,"Comedy, Historical",Special,5,6.61,Comedy
15095,Shin Koihime†Musou OVA Omake,"Adventure, Comedy, Fantasy",Special,1,6.61,Comedy
15015,Shin Koihime†Musou: Otome Tairan OVA Omake,"Adventure, Comedy, Fantasy",Special,1,6.61,Comedy
1960,Sore Ike! Anpanman,"Comedy, Fantasy, Kids",TV,Unknown,6.61,Comedy
34009,To Be Hero,Comedy,TV,12,6.61,Comedy
33208,Utawarerumono: Itsuwari no Kamen Specials,"Comedy, Fantasy",Special,2,6.61,Comedy
20987,Yozakura Quartet: Yoza-Quar!,Comedy,Special,6,6.61,Comedy
5849,Zettai Karen Children Recap,"Action, Comedy, Shounen, Supernatural",Special,1,6.61,Comedy
20655,Amnesia OVA,"Fantasy, Shoujo",OVA,1,6.6,Fantasy
810,Android Ana Maico 2010,"Comedy, Drama, Sci-Fi, Seinen",TV,24,6.6,Comedy
999,Blue Seed 2,"Action, Comedy, Drama, Ecchi, Horror, Mystery, Sci-Fi, Supernatural",OVA,3,6.6,Comedy
9881,Chou Supercar Gattiger,"Action, Cars, Sci-Fi",TV,25,6.6,Action
14317,Computer Kakumei: Saikyou x Saisoku no Zunou Tanjou,Sci-Fi,Special,1,6.6,Sci-Fi
15325,"Dakara Boku wa, H ga Dekinai. Recap","Comedy, Ecchi, Romance, Supernatural",Special,1,6.6,Comedy
7578,Gokinjo Monogatari the Movie,"Comedy, Drama, Romance",Movie,1,6.6,Comedy
9291,Hello Kitty no Cinderella,"Fantasy, Kids",Movie,1,6.6,Fantasy
23787,Hi☆sCoool! SeHa Girls,"Comedy, Game",TV,13,6.6,Comedy
30237,Hyakka Ryouran: Samurai After Specials,Ecchi,Special,2,6.6,Ecchi
16101,"Jinrui wa Suitai Shimashita: Ningen-san no, Yousei-san Memo","Fantasy, Seinen",ONA,1,6.6,Fantasy
3280,Kinnikuman: Kessen! Shichinin no Seigi Choujin vs. Uchuu Nobushi,"Action, Comedy, Shounen, Sports",Special,1,6.6,Comedy
8140,Konchuu Monogatari Minashigo Hutch (1989),"Adventure, Comedy, Drama",TV,55,6.6,Comedy
8304,Koutetsu Sangokushi Special,"Historical, Shounen",Special,1,6.6,Shounen
32481,Love Live! Kouhaku Special Anime,Music,Special,1,6.59,Music
5165,Macross 25th Anniversary: All That VF Macross F Version,"Action, Mecha, Sci-Fi",ONA,1,6.6,Action
8518,Mai-Otome Special: Otome no Inori,"School, Slice of Life",Special,1,6.6,School
4209,Mission-E,"Action, Comedy, School, Sci-Fi",TV,12,6.6,Comedy
10808,Mobile Suit Gundam AGE,"Action, Mecha, Sci-Fi, Space",TV,49,6.6,Action
6270,Neko Machi,"Fantasy, Horror",OVA,1,6.6,Fantasy
23427,Oneechan ga Kita Special,"Comedy, Slice of Life",Special,1,6.6,Comedy
1807,Prism Ark,"Action, Comedy, Drama, Fantasy, Magic",TV,12,6.6,Comedy
10810,Pucca (2008),"Action, Comedy, Parody, Romance",TV,13,6.6,Comedy
20155,Ro-Kyu-Bu! SS Recap,"Comedy, Ecchi, School, Sports",Special,1,6.6,Comedy
9078,Rokudenashi Blues 1993,"Action, Comedy, Drama, School, Shounen, Sports",Movie,1,6.6,Comedy
1724,Saint October,"Adventure, Fantasy",TV,26,6.6,Adventure
17551,Shakugan no Shana: Shana &amp; Yuuji no Naze Nani Shana! Nandemo Shitsumon-bako!,"Comedy, Fantasy, Supernatural",Special,1,6.6,Comedy
13251,Shin Hikari Shinwa: Palutena no Kagami,"Adventure, Comedy, Fantasy",ONA,3,6.6,Comedy
10109,Softenni,"Comedy, Ecchi, School, Sports",TV,12,6.6,Comedy
22785,Sono Hanabira ni Kuchizuke wo: Risa x Miya Gekijou,"Comedy, Romance, School, Shoujo Ai, Slice of Life",ONA,10,6.6,Comedy
12439,Soukou Kihei Votoms: Vol.1 Stories of the &#039;A.T. Votoms&#039;,"Action, Drama, Mecha, Military, Sci-Fi",OVA,1,6.6,Action
17821,Stella Jogakuin Koutou-ka C³-bu,"Military, School, Sports",TV,13,6.6,School
950,Street Fighter Alpha: Generations,"Adventure, Shounen",Movie,1,6.6,Adventure
7522,Taichi Senjimon,"Action, Adventure, Fantasy, Magic",TV,39,6.6,Action
8109,Tottoko Hamtarou Movie 4: Hamtaro to Fushigi no Oni no Emon Tou,"Adventure, Comedy, Kids",Movie,1,6.6,Comedy
8965,Tottoko Hamtarou OVA 3: Hamuchanzu to Niji no Kuni no Oujisama - Sekai de Ichiban no Takaramono,"Adventure, Comedy, Kids",OVA,1,6.6,Comedy
3570,Yadosagashi,"Adventure, Fantasy, Kids, Slice of Life",Special,1,6.6,Adventure
28155,Yoru no Yatterman,"Action, Adventure, Comedy, Drama",TV,12,6.6,Comedy
23579,12-sai.,"Romance, School, Shoujo",OVA,8,6.59,Romance
29863,Anata wo Zutto Aishiteru,"Adventure, Kids",Movie,1,6.59,Adventure
1789,Argento Soma Special,"Action, Mecha, Sci-Fi",Special,1,6.59,Action
9795,Atashin&#039;chi Movie,Comedy,Movie,1,6.59,Comedy
25457,Avengers Confidential: Black Widow to Punisher,"Action, Sci-Fi, Seinen",Movie,1,6.59,Action
9857,Bakusou Kyoudai Let&#039;s &amp; Go Special,"Adventure, Cars, Shounen, Sports",Special,1,6.59,Adventure
105,Boys Be...,"Comedy, Romance, Shounen, Slice of Life",TV,13,6.59,Comedy
4383,Catman Series III,"Comedy, Fantasy, Slice of Life",TV,6,6.59,Comedy
2836,Chiisana Viking Vickie,"Adventure, Comedy, Historical, Kids",TV,78,6.59,Comedy
2771,Chou Kuse ni Narisou,"Comedy, Romance, School, Shoujo, Slice of Life",TV,39,6.59,Comedy
14989,Chousoku Henkei Gyrozetter,"Action, Cars, Mecha, Shounen",TV,51,6.58,Action
7336,Cyborg 009: Chou Ginga Densetsu,"Action, Sci-Fi, Space",Movie,1,6.59,Action
2637,Doraemon: It&#039;s Autumn!,"Adventure, Comedy, Fantasy, Kids, Shounen",Special,1,6.59,Comedy
13139,Gakkatsu!,"Comedy, School",TV,25,6.59,Comedy
3154,Gatchaman,"Action, Adventure, Martial Arts, Sci-Fi, Shounen, Super Power",OVA,3,6.59,Action
16199,Girls und Panzer: Shoukai Shimasu!,"Military, School",Special,2,6.59,School
3776,Go! Go! Itsutsugo Land,School,TV,50,6.59,School
30721,Hacka Doll The Animation,"Comedy, Sci-Fi",TV,13,6.59,Comedy
20469,Himeyuri,"Drama, Historical",Movie,1,6.59,Drama
23121,Jinsei,"Comedy, School, Slice of Life",TV,13,6.59,Comedy
1456,L/R: Licensed by Royal,"Action, Adventure, Mystery, Police",TV,12,6.59,Action
31598,Luger Code 1951,"Action, Fantasy",Special,1,6.59,Action
11221,Machikado no Märchen,Romance,OVA,1,6.59,Romance
5164,Macross 25th Anniversary: All That VF Macross Zero Version,"Action, Mecha, Sci-Fi",ONA,1,6.59,Action
13231,Metal Fight Beyblade Zero G,"Adventure, Sports",TV,38,6.59,Adventure
17637,Miyakawa-ke no Kuufuku,Slice of Life,ONA,10,6.59,Slice of Life
31121,Monster Musume no Iru Nichijou: Hobo Mainichi ◯◯! Namappoi Douga,"Comedy, Slice of Life",ONA,60,6.59,Comedy
2047,Ningyo,Fantasy,Movie,1,6.59,Fantasy
920,Nurse Witch Komugi-chan Magikarte Special,"Comedy, Magic, Parody",Special,1,6.59,Comedy
7117,Pika Don,"Drama, Historical",Movie,1,6.59,Drama
21571,"Pokemon: Pikachu, Kore Nan no Kagi?","Adventure, Comedy, Fantasy, Kids",Movie,1,6.59,Comedy
1854,Rockman Hoshi ni Negai wo,"Action, Adventure, Sci-Fi",OVA,3,6.59,Action
12929,Saint Seiya Omega,"Action, Adventure, Fantasy, Shounen",TV,97,6.59,Action
562,Sakura Taisen: Le Nouveau Paris,"Adventure, Mecha, Sci-Fi, Shounen",OVA,3,6.59,Adventure
27967,Senran Kagura: Estival Versus - Shoujo-tachi no Sentaku,"Action, Comedy, Ecchi",OVA,1,6.59,Comedy
4524,Shenmue: The Movie,"Action, Adventure, Game, Martial Arts",Movie,1,6.59,Action
171,Strange Dawn,"Adventure, Drama, Fantasy",TV,13,6.59,Adventure
14647,Tantei Opera Milky Holmes: Alternative,"Comedy, Mystery, Super Power",Special,2,6.59,Comedy
2718,Umi no Triton,"Adventure, Fantasy, Shounen",TV,27,6.59,Adventure
21103,Utopia,Music,Music,1,6.59,Music
1746,Zoids Fuzors,"Adventure, Mecha, Sci-Fi, Shounen",TV,26,6.59,Adventure
32301,Active Raid: Kidou Kyoushuushitsu Dai Hachi Gakari 2nd,"Comedy, Mecha, Police, Sci-Fi",TV,12,6.58,Comedy
6093,Anmitsu Hime,"Comedy, Historical, Shoujo",TV,51,6.58,Comedy
1666,Babel Nisei (1973),"Adventure, Sci-Fi, Shounen, Supernatural",TV,39,6.58,Adventure
30573,Break Blade: Virgins War,Action,Special,1,6.58,Action
15605,Brothers Conflict,"Harem, Romance, Shoujo",TV,12,6.58,Romance
7395,Card Wang: Mix Master,"Adventure, Fantasy, Game, Shounen",TV,39,6.58,Adventure
33240,Chi&#039;s Sweet Home (2016),Slice of Life,TV,Unknown,6.57,Slice of Life
8375,Chogattai Majutsu Robot Ginguiser,"Adventure, Mecha, Sci-Fi, Shounen",TV,26,6.58,Adventure
7048,Crush Gear Nitro,"Cars, Shounen, Sports",TV,50,6.58,Shounen
9690,Densetsu no Yuusha no Densetsu: Iris Report,"Action, Adventure, Fantasy, Magic, Shounen",Special,1,6.58,Action
6518,Eiga de Toujou! Tamagotchi Dokidoki! Uchuu no Maigotchi!?,Kids,Movie,1,6.58,Kids
1396,Future GPX Cyber Formula: Early Days Renewal,"Drama, Sci-Fi, Shounen, Sports",OVA,2,6.58,Sci-Fi
8215,Genji Tsuushin Agedama,"Action, Comedy, Parody, Sci-Fi",TV,51,6.58,Comedy
2073,Hengen Taima Yakou Karura Mau! Sendai Kokeshi Enka,"Horror, Shoujo",OVA,6,6.58,Shoujo
10491,Higurashi no Naku Koro ni Kira,"Mystery, Parody",OVA,4,6.58,Mystery
1988,Himawari!!,"Comedy, Romance",TV,13,6.58,Comedy
3873,Honey Honey no Suteki na Bouken,"Adventure, Historical, Shoujo",TV,29,6.58,Adventure
3099,Juusenshi Gulkeeva,"Action, Fantasy, Mecha, Super Power",TV,26,6.58,Action
6374,Kagaku Ninja-tai Gatchaman II,"Action, Adventure, Sci-Fi, Shounen",TV,52,6.58,Action
10202,Kamen Rider Den-O: Imagin Anime 3,"Action, Adventure, Comedy, Kids, Super Power",OVA,12,6.58,Comedy
19685,Kanojo ga Flag wo Oraretara,"Comedy, Harem, Romance, School",TV,13,6.58,Comedy
4760,Kanokon Specials,Ecchi,Special,12,6.58,Ecchi
3609,Kikou Kantai Dairugger XV,"Action, Adventure, Mecha, Sci-Fi, Shounen",TV,52,6.58,Action
6310,Kinnikuman II Sei: Second Generations,Comedy,Movie,1,6.58,Comedy
7295,Koi Tsubomi,"Fantasy, Music",Music,1,6.58,Fantasy
3876,Maeterlinck no Aoi Tori: Tyltyl Mytyl no Bouken Ryokou,"Adventure, Fantasy",TV,26,6.58,Adventure
2045,Mahou no Tenshi Creamy Mami: Eien no Once More,"Comedy, Fantasy, Magic, Romance, Shoujo",OVA,1,6.58,Comedy
1879,Midnight Eye: Gokuu,"Action, Mystery, Sci-Fi, Seinen",OVA,1,6.58,Action
9395,Miyanishi Tatsuya Gekijou: Omae Umasou da na,"Adventure, Kids",TV,20,6.58,Adventure
34475,Monster Strike: Rain of Memories,"Action, Fantasy, Game",ONA,1,6.58,Action
4316,Nanami-chan 3rd Series,"Comedy, Kids",TV,16,6.58,Comedy
8496,Neko Neko Fantasia,Comedy,OVA,1,6.58,Comedy
5938,Onegai♪My Melody Kirara★,"Comedy, Fantasy, Magic",TV,52,6.58,Comedy
683,Otogi Story Tenshi no Shippo Specials,"Comedy, Fantasy, Magic, Romance",OVA,2,6.58,Comedy
6555,Pokemon: Pikachu no Kirakira Daisousaku!,"Adventure, Comedy, Fantasy, Kids",Special,1,6.58,Comedy
11853,Pokemon: Pikachu no Summer Bridge Story,"Adventure, Comedy, Fantasy, Kids",Special,1,6.57,Comedy
28511,Precure All Stars Movie: Haru no Carnival♪,"Action, Comedy, Fantasy, Magic, Music, Shoujo",Movie,1,6.58,Comedy
3757,Sekai Meisaku Douwa: Aladdin to Mahou no Lamp,"Adventure, Fantasy",Movie,1,6.58,Adventure
836,Sister Princess,"Comedy, Drama, Harem, Romance, Slice of Life",TV,26,6.58,Comedy
9421,SMAnime,"Action, Seinen",OVA,3,6.58,Action
2726,Sukeban Deka,"Action, Drama, Police, School, Shoujo",OVA,2,6.58,Action
31608,Teekyuu 4 Specials,"Comedy, School, Shounen, Sports",Special,2,6.58,Comedy
8603,Tegami: Haikei Juugo no Kimi e,"Music, School, Slice of Life",Music,1,6.58,School
30218,The iDOLM@STER Cinderella Girls: Special Program,"Comedy, Music",Special,1,6.57,Comedy
5819,Tori no Uta,Fantasy,OVA,1,6.58,Fantasy
14173,Upotte!! OVA,"Comedy, Ecchi, Military, School, Seinen",OVA,1,6.58,Comedy
19081,Weekender Girl,Music,Music,1,6.58,Music
9376,Yamato Takeru: After War,"Action, Adventure, Fantasy, Magic, Mecha, Sci-Fi, Shounen, Space",OVA,2,6.58,Action
5454,Yokuwakaru Gendaimahou,"Comedy, Magic",TV,12,6.58,Comedy
10015,Yu☆Gi☆Oh! Zexal,"Action, Fantasy, Game, Shounen",TV,73,6.58,Action
819,Boku wa Imouto ni Koi wo Suru,"Romance, Shoujo",OVA,1,6.57,Romance
7176,Cheburashka Arere?,"Comedy, Kids, Slice of Life",TV,26,6.57,Comedy
2881,Chinmoku no Kantai,"Drama, Military",OVA,3,6.57,Drama
8815,Domo TV,Comedy,TV,26,6.57,Comedy
30907,Eine Kleine,"Drama, Music, Romance, Slice of Life",Music,1,6.57,Drama
22053,Gakkou no Kaidan (OVA),"Comedy, Horror, Mystery, Supernatural",OVA,10,6.57,Comedy
1600,Galaxy Angel Rune,"Comedy, Sci-Fi",TV,13,6.57,Comedy
1159,Geobreeders 2: Mouryou Yuugekitai File-XX Ransen Toppa,"Adventure, Comedy, Sci-Fi, Shounen",OVA,4,6.57,Comedy
4242,Ginga Reppuu Baxingar,"Action, Adventure, Mecha",TV,39,6.57,Action
4597,Kouya no Shounen Isamu,"Action, Adventure, Shounen",TV,52,6.57,Action
8332,Kudan,Fantasy,Movie,1,6.57,Fantasy
25283,Kuusen Madoushi Kouhosei no Kyoukan,"Action, Drama, Fantasy, Magic, School",TV,12,6.57,Action
1039,Mizuiro (2003),"Drama, Romance, Supernatural",OVA,2,6.57,Drama
4933,Muu no Hakugei,"Action, Fantasy, Sci-Fi",TV,26,6.57,Action
20539,Nameko-ke no Ichizoku,"Comedy, Slice of Life",OVA,13,6.57,Comedy
1163,Neo Ranga,"Adventure, Horror, Mecha",TV,48,6.57,Adventure
3194,Ningyohime Marina no Bouken,"Drama, Fantasy, Kids, Romance",TV,26,6.57,Fantasy
5844,Pokemon: Pikachu no Obake Carnival,"Adventure, Comedy, Fantasy, Kids",Special,1,6.57,Comedy
7550,Pokemon: Pikachu Tanken Club,"Adventure, Comedy, Fantasy, Kids",Special,1,6.57,Comedy
1527,Pokemon: Senritsu no Mirage Pokemon,"Adventure, Comedy, Fantasy, Kids",Special,1,6.57,Comedy
163,Power Stone,"Adventure, Comedy, Fantasy, Historical, Shounen",TV,26,6.57,Comedy
417,Ragnarök the Animation,"Action, Fantasy, Magic",TV,26,6.57,Action
7496,Saiyuuki: Son Gokuu Monogatari,Adventure,Movie,1,6.57,Adventure
28861,Takamiya Nasuno Desu!: Teekyuu Spin-off,"Comedy, Shounen",TV,12,6.57,Comedy
6705,Tayutayu: Pure My Heart,Comedy,Special,6,6.57,Comedy
